"GEO_ID","NAME","B19001_001E","B19001_001EA","B19001_001M","B19001_001MA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003M","B19001_003MA","B19001_003EA","B19001_004E","B19001_004EA","B19001_004M","B19001_004MA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008M","B19001_008MA","B19001_008EA","B19001_009E","B19001_009EA","B19001_009M","B19001_009MA","B19001_010E","B19001_010EA","B19001_010M","B19001_010MA","B19001_011E","B19001_011M","B19001_011MA","B19001_011EA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015EA","B19001_015M","B19001_015MA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017M","B19001_017MA","B19001_017EA",
"1500000US130099704001","Block Group 1, Census Tract 9704, Baldwin County, Georgia","586","null","192","null","10","null","14","null","31","29","null","null","22","null","27","null","17","null","19","null","0","null","14","null","20","null","33","null","118","133","null","null","19","null","23","null","41","null","67","null","5","11","null","null","72","null","65","null","90","null","66","null","42","null","43","null","99","null","102","null","0","null","14","null","0","14","null","null",
"1500000US130099704002","Block Group 2, Census Tract 9704, Baldwin County, Georgia","311","null","130","null","0","null","14","null","11","17","null","null","7","null","13","null","0","null","14","null","0","null","14","null","23","null","28","null","10","15","null","null","0","null","14","null","20","null","23","null","92","99","null","null","12","null","18","null","63","null","66","null","7","null","13","null","66","null","63","null","0","null","14","null","0","14","null","null",
"1500000US130099704003","Block Group 3, Census Tract 9704, Baldwin County, Georgia","453","null","184","null","46","null","59","null","6","11","null","null","63","null","74","null","0","null","14","null","16","null","27","null","0","null","14","null","0","14","null","null","78","null","78","null","0","null","14","null","73","60","null","null","0","null","14","null","123","null","132","null","0","null","14","null","48","null","50","null","0","null","14","null","0","14","null","null",
"1500000US130099704004","Block Group 4, Census Tract 9704, Baldwin County, Georgia","193","null","95","null","20","null","33","null","0","14","null","null","24","null","39","null","0","null","14","null","0","null","14","null","12","null","22","null","0","14","null","null","13","null","27","null","42","null","45","null","0","14","null","null","0","null","14","null","57","null","63","null","0","null","14","null","0","null","14","null","0","null","14","null","25","42","null","null",
"1500000US130099704005","Block Group 5, Census Tract 9704, Baldwin County, Georgia","342","null","165","null","199","null","133","null","27","37","null","null","26","null","43","null","7","null","11","null","12","null","18","null","6","null","12","null","0","14","null","null","0","null","14","null","29","null","45","null","21","35","null","null","15","null","12","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US130099705011","Block Group 1, Census Tract 9705.01, Baldwin County, Georgia","276","null","124","null","159","null","113","null","0","14","null","null","43","null","67","null","18","null","28","null","0","null","14","null","0","null","14","null","0","14","null","null","35","null","55","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","21","null","35","null","0","null","14","null","0","14","null","null",
"1500000US130099705012","Block Group 2, Census Tract 9705.01, Baldwin County, Georgia","579","null","183","null","157","null","104","null","104","86","null","null","114","null","101","null","59","null","67","null","0","null","14","null","8","null","28","null","49","76","null","null","0","null","14","null","39","null","59","null","0","14","null","null","17","null","31","null","32","null","40","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US130099705013","Block Group 3, Census Tract 9705.01, Baldwin County, Georgia","265","null","102","null","70","null","74","null","89","87","null","null","14","null","27","null","34","null","33","null","0","null","14","null","31","null","38","null","0","14","null","null","0","null","14","null","12","null","20","null","0","14","null","null","0","null","14","null","0","null","14","null","15","null","27","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US130099705021","Block Group 1, Census Tract 9705.02, Baldwin County, Georgia","417","null","139","null","12","null","26","null","27","46","null","null","14","null","30","null","16","null","26","null","106","null","109","null","12","null","39","null","0","14","null","null","13","null","36","null","10","null","17","null","0","14","null","null","17","null","31","null","81","null","74","null","26","null","33","null","11","null","26","null","39","null","67","null","33","29","null","null",
"1500000US130099705022","Block Group 2, Census Tract 9705.02, Baldwin County, Georgia","296","null","109","null","6","null","11","null","7","12","null","null","0","null","14","null","0","null","14","null","35","null","52","null","0","null","14","null","0","14","null","null","31","null","43","null","0","null","14","null","0","14","null","null","12","null","20","null","49","null","58","null","129","null","111","null","12","null","20","null","0","null","14","null","15","27","null","null",
"1500000US130099706001","Block Group 1, Census Tract 9706, Baldwin County, Georgia","537","null","206","null","84","null","83","null","41","51","null","null","55","null","50","null","9","null","14","null","30","null","33","null","49","null","44","null","12","20","null","null","20","null","26","null","6","null","10","null","117","132","null","null","47","null","71","null","57","null","73","null","0","null","14","null","0","null","14","null","0","null","14","null","10","15","null","null",
"1500000US130099706002","Block Group 2, Census Tract 9706, Baldwin County, Georgia","399","null","113","null","49","null","41","null","19","30","null","null","75","null","61","null","8","null","12","null","21","null","24","null","9","null","15","null","65","70","null","null","9","null","15","null","0","null","14","null","93","76","null","null","11","null","15","null","14","null","20","null","26","null","30","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US130099706003","Block Group 3, Census Tract 9706, Baldwin County, Georgia","196","null","94","null","35","null","46","null","48","58","null","null","0","null","14","null","0","null","14","null","28","null","40","null","29","null","41","null","22","26","null","null","0","null","14","null","18","null","23","null","7","12","null","null","0","null","14","null","9","null","17","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US130099706004","Block Group 4, Census Tract 9706, Baldwin County, Georgia","306","null","133","null","53","null","65","null","31","38","null","null","18","null","25","null","0","null","14","null","75","null","64","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","60","77","null","null","25","null","34","null","7","null","12","null","21","null","27","null","0","null","14","null","0","null","14","null","16","27","null","null",
"1500000US130099707011","Block Group 1, Census Tract 9707.01, Baldwin County, Georgia","110","null","68","null","22","null","49","null","5","10","null","null","6","null","8","null","17","null","18","null","11","null","19","null","11","null","19","null","0","14","null","null","4","null","7","null","0","null","14","null","0","14","null","null","31","null","30","null","0","null","14","null","3","null","5","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US130099707012","Block Group 2, Census Tract 9707.01, Baldwin County, Georgia","145","null","59","null","35","null","35","null","15","16","null","null","10","null","17","null","0","null","14","null","4","null","7","null","25","null","42","null","0","14","null","null","0","null","14","null","14","null","21","null","23","26","null","null","5","null","7","null","0","null","14","null","11","null","13","null","0","null","14","null","3","null","6","null","0","14","null","null",
"1500000US130099707013","Block Group 3, Census Tract 9707.01, Baldwin County, Georgia","288","null","78","null","63","null","58","null","83","48","null","null","22","null","25","null","9","null","14","null","9","null","10","null","40","null","31","null","4","7","null","null","17","null","20","null","9","null","16","null","14","16","null","null","18","null","22","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US130099707021","Block Group 1, Census Tract 9707.02, Baldwin County, Georgia","444","null","140","null","80","null","52","null","39","34","null","null","6","null","10","null","21","null","33","null","19","null","23","null","20","null","19","null","15","23","null","null","68","null","44","null","0","null","14","null","110","111","null","null","40","null","28","null","12","null","16","null","0","null","14","null","7","null","12","null","7","null","13","null","0","14","null","null",
"1500000US130099707022","Block Group 2, Census Tract 9707.02, Baldwin County, Georgia","354","null","146","null","112","null","119","null","25","35","null","null","6","null","11","null","0","null","14","null","29","null","37","null","0","null","14","null","15","16","null","null","27","null","41","null","19","null","23","null","4","7","null","null","15","null","18","null","59","null","63","null","36","null","46","null","0","null","14","null","0","null","14","null","7","12","null","null",
"1500000US130099708011","Block Group 1, Census Tract 9708.01, Baldwin County, Georgia","546","null","153","null","70","null","67","null","0","14","null","null","29","null","38","null","83","null","85","null","12","null","25","null","14","null","27","null","54","68","null","null","0","null","14","null","21","null","33","null","46","51","null","null","69","null","70","null","74","null","56","null","27","null","32","null","47","null","73","null","0","null","14","null","0","14","null","null",
"1500000US130099708012","Block Group 2, Census Tract 9708.01, Baldwin County, Georgia","621","null","205","null","0","null","14","null","16","27","null","null","0","null","14","null","16","null","29","null","36","null","57","null","62","null","89","null","17","28","null","null","0","null","14","null","30","null","35","null","40","52","null","null","15","null","25","null","317","null","211","null","19","null","32","null","33","null","39","null","0","null","14","null","20","34","null","null",
"1500000US130099708021","Block Group 1, Census Tract 9708.02, Baldwin County, Georgia","662","null","173","null","73","null","75","null","81","86","null","null","0","null","14","null","0","null","14","null","26","null","42","null","19","null","29","null","36","62","null","null","17","null","27","null","40","null","45","null","155","110","null","null","8","null","17","null","38","null","46","null","152","null","153","null","17","null","29","null","0","null","14","null","0","14","null","null",
"1500000US130099708022","Block Group 2, Census Tract 9708.02, Baldwin County, Georgia","407","null","277","null","69","null","111","null","0","14","null","null","16","null","27","null","85","null","190","null","55","null","69","null","7","null","17","null","24","39","null","null","28","null","44","null","0","null","14","null","0","14","null","null","19","null","35","null","33","null","43","null","71","null","80","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US130119701001","Block Group 1, Census Tract 9701, Banks County, Georgia","346","null","82","null","7","null","10","null","22","19","null","null","14","null","15","null","36","null","27","null","30","null","38","null","21","null","19","null","29","25","null","null","23","null","23","null","18","null","24","null","65","63","null","null","57","null","44","null","20","null","22","null","4","null","7","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US130119701002","Block Group 2, Census Tract 9701, Banks County, Georgia","320","null","75","null","5","null","9","null","36","41","null","null","5","null","8","null","49","null","43","null","16","null","21","null","0","null","14","null","16","17","null","null","0","null","14","null","0","null","14","null","40","35","null","null","19","null","20","null","43","null","38","null","30","null","25","null","41","null","37","null","14","null","15","null","6","9","null","null",
"1500000US130119701003","Block Group 3, Census Tract 9701, Banks County, Georgia","676","null","121","null","12","null","20","null","0","14","null","null","14","null","22","null","10","null","16","null","14","null","21","null","27","null","31","null","46","33","null","null","10","null","18","null","18","null","20","null","91","62","null","null","0","null","14","null","187","null","96","null","81","null","62","null","71","null","43","null","8","null","13","null","87","81","null","null",
"1500000US130119701004","Block Group 4, Census Tract 9701, Banks County, Georgia","593","null","162","null","125","null","87","null","164","137","null","null","23","null","35","null","7","null","10","null","0","null","14","null","0","null","14","null","50","55","null","null","9","null","16","null","8","null","14","null","9","15","null","null","37","null","38","null","97","null","53","null","29","null","34","null","22","null","25","null","13","null","21","null","0","14","null","null",
"1500000US130119702001","Block Group 1, Census Tract 9702, Banks County, Georgia","334","null","100","null","24","null","33","null","6","10","null","null","3","null","5","null","5","null","7","null","0","null","14","null","0","null","14","null","0","14","null","null","9","null","15","null","3","null","7","null","41","24","null","null","16","null","18","null","22","null","26","null","166","null","93","null","10","null","14","null","0","null","14","null","29","27","null","null",
"1500000US130119702002","Block Group 2, Census Tract 9702, Banks County, Georgia","342","null","100","null","11","null","17","null","14","16","null","null","7","null","10","null","0","null","14","null","10","null","16","null","7","null","10","null","7","10","null","null","7","null","11","null","19","null","29","null","29","46","null","null","29","null","34","null","78","null","40","null","59","null","54","null","0","null","14","null","48","null","65","null","17","19","null","null",
"1500000US130119702003","Block Group 3, Census Tract 9702, Banks County, Georgia","441","null","79","null","16","null","18","null","27","33","null","null","47","null","42","null","7","null","9","null","42","null","41","null","45","null","41","null","18","20","null","null","31","null","33","null","10","null","10","null","12","12","null","null","38","null","26","null","81","null","51","null","46","null","33","null","11","null","10","null","6","null","7","null","4","6","null","null",
"1500000US130119702004","Block Group 4, Census Tract 9702, Banks County, Georgia","536","null","107","null","92","null","68","null","28","17","null","null","31","null","35","null","64","null","52","null","22","null","17","null","3","null","5","null","33","50","null","null","15","null","16","null","7","null","10","null","64","47","null","null","40","null","36","null","88","null","36","null","27","null","30","null","3","null","6","null","3","null","5","null","16","19","null","null",
